1	28010	77
2	47229	76
7	123351	73
11	175574	72
21	295860	70
22	308836	67
25	344926	65
26	356548	64
28	380184	60
33	439513	59
45	570754	58
51	632239	55
57	686175	54
60	713045	52
66	774774	50
67	785385	49
79	912427	46
81	933309	45
87	995157	44
88	1004697	42
89	1016048	39
101	1139416	37
102	1148395	35
114	1253719	34
137	1473572	33
167	1753898	32
183	1895032	31
190	1952605	29
220	2199343	28
237	2346072	27
239	2360912	24
290	2773672	23
296	2822818	22
368	3390622	21
403	3670875	20
404	3679482	19
411	3735902	18
412	3743944	17
461	4108112	16
476	4213863	15
502	4408581	13
772	6339134	12
911	7348421	11
1333	10321508	10
1790	13660762	9
2210	16669362	8
2433	18222790	7
2526	18859712	6
2793	20652338	5
3878	27872800	4
4316	30831963	3
5185	36455396	2
14878	97411245	1
3057859	18752277535	0
