1	21429	88
4	56951	70
24	224912	69
29	264559	68
30	269604	67
31	275949	63
32	281519	62
33	288210	61
35	298526	60
37	311266	58
39	324136	56
41	336901	54
43	349927	53
45	363784	50
51	400688	48
53	409650	47
54	415244	46
59	447313	44
60	452955	43
64	475213	41
65	480085	38
71	512743	37
78	545007	34
413	2513876	33
487	2953073	32
492	2980377	31
650	3809133	30
652	3815966	28
654	3825356	27
680	3938732	26
698	4007297	25
869	4875708	24
1140	6136083	22
1166	6238514	21
1180	6298488	20
1199	6376407	19
1200	6379515	18
1205	6398393	16
2920	14615823	15
2976	14841474	14
3070	15200627	13
3420	16767205	12
3428	16798809	11
3454	16900314	10
3461	16926178	9
3537	17210713	8
3573	17348157	7
6536	30374142	5
21884	91930863	4
30157	123543691	3
99702	384040160	2
101735	391217061	1
945662	3501548494	0
