1	30088	142
2	50240	139
4	90235	132
7	140106	127
10	188975	117
13	234518	112
14	246469	111
18	288663	110
47	627762	108
50	656037	106
52	673151	104
54	690546	103
55	698804	101
70	817996	99
72	834974	97
74	850607	96
75	860900	94
76	872775	93
78	893867	91
79	902727	88
80	911256	84
84	959495	78
208	2099545	77
218	2171399	76
222	2199501	75
227	2233592	74
230	2257702	73
233	2282206	72
243	2360734	71
245	2376021	70
249	2409946	69
251	2429094	65
387	3593741	64
392	3625703	61
393	3631759	59
394	3639811	57
768	6762525	55
773	6790682	54
926	8074735	53
928	8086408	52
1107	9630110	51
1120	9713599	50
1123	9730612	49
1154	9959556	46
1456	12518332	45
1475	12641490	43
1485	12699892	40
1494	12752308	39
1501	12795367	37
1802	15186753	36
1818	15287691	35
1832	15384522	34
1881	15703803	33
1894	15791309	32
1948	16111712	31
1956	16159460	30
1961	16191792	29
1967	16228382	28
1974	16269041	27
1979	16303857	26
1997	16411781	25
1999	16421470	24
3865	29664558	23
3904	29879486	22
3918	29961801	21
3958	30198731	20
3961	30216278	19
6708	49320103	18
9419	66938870	17
9560	67771247	16
10896	76426831	15
10900	76449997	14
10927	76602083	13
21475	143435811	12
21527	143728361	11
21528	143733403	10
21611	144183524	9
26959	177846362	8
31368	203775889	7
31371	203793739	6
31637	205240285	5
69753	424989657	4
69858	425562617	3
132185	765064700	2
132886	768711591	1
1408714	7530135451	0
