1	12948	48
2	23310	47
3	32058	46
5	50587	44
7	69020	42
12	102221	40
42	318714	39
43	325079	37
48	354917	36
54	408142	35
61	449255	34
62	454951	33
126	895937	32
132	931742	31
134	944847	30
137	962981	28
138	968983	27
141	986196	24
154	1061105	22
156	1073287	20
163	1110819	18
318	2017732	17
608	3642297	16
610	3651875	15
626	3733918	14
963	5549526	13
1144	6508257	12
1160	6588271	11
1378	7736099	10
2810	14884206	9
2840	15018793	8
2877	15176781	7
2893	15249308	6
4364	22230750	5
4410	22432669	4
4443	22573412	3
4453	22615096	2
22373	101467097	1
612751	2453151263	0
