1	24154	101
2	39856	95
4	67772	89
5	80846	85
7	106165	84
11	174861	79
14	208350	77
16	229433	75
20	274486	72
22	294844	70
23	305946	69
25	328241	68
29	370219	65
30	380393	63
32	402323	60
38	467036	56
39	477464	55
41	498109	50
42	508328	49
50	580753	48
52	601079	47
53	610778	46
56	640309	43
58	659371	42
63	706330	41
66	733604	40
68	753643	38
69	763300	36
71	781134	35
73	798297	34
78	843397	33
86	907635	32
90	939419	31
98	1001078	30
115	1121803	28
122	1174737	27
138	1298224	25
142	1333181	24
155	1428515	23
172	1557018	20
176	1587231	19
184	1650595	18
216	1882220	16
239	2043470	15
242	2065559	14
252	2140288	12
404	3107147	11
475	3549228	9
860	5872689	8
998	6707626	7
1611	10329630	6
2610	16029810	5
2819	17266333	4
3144	19096338	3
4726	27915116	2
35393	193665222	1
216830	1173219775	0
