1	26094	129
4	82576	128
7	130224	127
10	174605	124
11	188690	123
13	223538	117
18	317606	116
20	348494	114
21	362931	113
22	376958	110
24	405190	109
28	464941	97
65	972325	96
66	984425	95
70	1036602	94
71	1049183	93
72	1062034	92
74	1087410	87
80	1161152	84
85	1217392	83
86	1228709	80
99	1380791	78
100	1392727	75
101	1404667	74
103	1428466	72
104	1440516	70
109	1500507	69
112	1536568	68
127	1710260	64
135	1800955	63
137	1823283	62
143	1892996	61
144	1904983	59
148	1952287	56
153	2009258	53
154	2020764	52
155	2032089	51
157	2055364	50
158	2066613	49
165	2146826	47
171	2217355	46
175	2262217	45
178	2295492	44
641	7866898	43
654	7994142	42
664	8095785	41
670	8158516	39
688	8336782	37
702	8474700	35
704	8496630	34
712	8579564	32
718	8641983	30
746	8916684	29
756	9017191	28
772	9179632	27
778	9244440	25
1550	17961558	24
1554	17999961	23
1618	18621390	22
2096	23770393	20
2126	24054553	18
2134	24134187	17
6965	73759883	16
7038	74390458	15
7044	74448677	14
8693	91298152	13
8698	91342081	12
8956	93503005	11
9055	94352268	10
14161	143820118	9
20813	206864539	8
24075	236675954	7
43806	418500988	6
43897	419224870	5
44945	427980514	4
45170	429859653	3
164757	1428384935	2
887321	7158033688	1
20000000	142121999081	1
