1	20560	71
6	88240	69
7	100760	66
9	119475	65
13	149222	63
15	164740	61
17	181920	59
19	198175	55
20	206841	50
21	216250	45
70	619391	44
82	707620	41
83	713675	40
84	721372	36
134	1129430	34
135	1135575	31
139	1163840	28
142	1185162	27
143	1191389	26
304	2398232	25
305	2403702	24
530	3980905	23
531	3988092	22
804	5819548	21
939	6746764	20
964	6903169	19
972	6948666	18
1131	8061407	17
1142	8126024	16
1884	13056447	15
1964	13508133	14
1966	13517778	13
1977	13577564	12
1986	13626415	11
2685	17990672	10
2688	18005882	9
3755	24508490	8
3773	24596233	6
3836	24903418	5
7892	48420910	4
13355	77587395	3
20722	117143973	2
56174	270136440	1
370592	1817243077	0
