1	16814	74
3	39944	72
15	162013	70
16	170266	69
18	186883	68
20	203080	67
21	211090	65
25	241573	64
28	264162	63
29	271949	61
30	279570	60
35	316638	58
36	323895	56
39	347727	55
41	362498	54
80	689745	51
81	696694	50
86	731802	48
96	799875	47
97	806673	45
103	844376	44
107	871214	43
111	898454	41
116	932857	38
124	985613	37
133	1046748	36
138	1078501	35
140	1090562	34
253	1877865	30
264	1945671	29
287	2082780	28
291	2106744	27
312	2229544	26
693	4724962	25
695	4736103	24
701	4770140	21
708	4809845	20
1125	7515678	19
1126	7521819	18
1137	7585954	17
1157	7701957	16
1171	7776364	15
1181	7829842	14
1240	8157870	13
1359	8775637	12
1380	8883795	11
1447	9230326	10
3397	21009514	8
4744	28932030	7
4782	29115004	6
4919	29778424	5
7495	44108748	4
9058	52117674	3
17104	93931160	2
23449	126636394	1
23477	126774258	0
