1	12407	39
69	497514	38
70	502931	37
82	569569	36
84	579396	35
85	583988	34
90	607559	32
93	624296	30
98	651601	29
100	662670	28
104	684173	27
107	700792	26
239	1454085	24
249	1504193	22
253	1522887	21
257	1543278	20
259	1553710	19
269	1604143	18
695	3836122	17
701	3866424	16
705	3885126	15
719	3948398	14
730	3999655	12
1047	5524796	11
1287	6655872	10
1296	6696621	9
1306	6738963	8
1560	7988890	7
4401	21339721	6
4438	21484533	5
4483	21670282	4
7728	35569737	3
7745	35638902	2
23968	102054872	1
355622	1364049662	0
