1	37660	140
3	87577	139
6	145133	137
9	198334	136
13	264279	132
16	313412	130
21	389858	127
23	421580	125
30	532367	123
33	579097	120
34	595515	119
35	612205	115
41	703092	114
42	717315	113
44	746030	110
48	803928	109
49	818879	107
52	862816	105
54	892832	104
55	907657	102
57	938070	101
58	952898	99
62	1012142	96
63	1026617	93
64	1041739	91
71	1141514	89
72	1155031	88
73	1169732	85
74	1185252	84
86	1352783	83
87	1367603	81
95	1482164	80
98	1522971	79
107	1644424	75
117	1785828	74
119	1812797	72
133	1988721	70
139	2063659	68
141	2089105	66
149	2199566	64
153	2253131	63
173	2498357	62
187	2669608	61
195	2770156	60
205	2897875	59
214	3004789	58
244	3357953	57
280	3815129	56
315	4237223	55
324	4344672	54
329	4405473	53
360	4762768	52
366	4834534	51
374	4930213	50
398	5203921	49
399	5214906	45
432	5574178	44
433	5585386	41
455	5842133	40
522	6557757	39
589	7298786	38
648	7918035	37
661	8056918	36
743	8910886	35
746	8942245	33
796	9462028	31
820	9709045	30
866	10187755	29
919	10725733	28
946	10990808	26
968	11213233	25
997	11522416	24
1002	11578745	23
1080	12427904	22
1120	12857961	21
1253	14218436	20
1281	14496580	19
1312	14817366	18
1404	15709371	17
1577	17333613	16
1711	18625425	15
2209	23262289	14
2381	24902374	13
2667	27634158	12
2727	28200406	11
2865	29487896	10
2911	29902501	9
4616	45480342	8
4714	46364601	7
4798	47140795	6
6334	61292814	5
6406	61970554	4
6948	67178819	3
9595	91654491	2
10469	99758968	1
86084	776178270	0
