1	30742	113
33	496636	111
34	506946	110
85	1073380	109
138	1602821	107
139	1611342	106
141	1628171	105
142	1636183	104
147	1677000	102
150	1697801	101
154	1723954	100
155	1734925	92
163	1805308	91
165	1819930	90
174	1901485	89
177	1924885	87
182	1962359	86
184	1978019	85
186	1995870	83
189	2021048	82
197	2081834	79
198	2088481	78
199	2096597	77
203	2133349	76
207	2166326	74
215	2224889	73
218	2244159	72
221	2267780	69
224	2290827	68
225	2299140	66
226	2307206	65
227	2317082	61
230	2345722	59
235	2386237	58
242	2436691	55
258	2559589	54
263	2593872	53
265	2607309	52
266	2614961	50
271	2651259	48
292	2812935	46
1083	9152197	45
1092	9207857	44
1314	10975488	43
1320	11011281	42
1326	11049684	39
1330	11075518	38
1332	11088929	37
1337	11121530	36
1346	11183034	33
3867	30325388	32
3890	30462575	31
3905	30549966	30
3906	30555629	29
3926	30675738	28
3937	30740797	27
3971	30928474	26
3977	30968557	25
3982	30999307	24
4558	34934790	23
5120	38656418	22
5153	38845783	21
5174	38971648	20
5203	39142516	19
7526	54582958	18
7591	54942021	17
7716	55649117	16
7722	55683431	15
7744	55814864	14
16253	109819058	13
16272	109917196	12
16376	110471944	11
16697	112189663	10
22698	149030034	9
22729	149192343	8
49893	309363773	7
66166	403826692	6
69540	422084833	5
86265	514868472	4
102294	604213625	3
117175	683210726	2
118182	688480896	1
5727744	30134302727	0
