1	14042	77
2	23355	73
4	35924	71
5	40944	69
7	49889	68
8	54266	66
10	62269	65
12	70211	64
13	74414	63
14	78059	62
15	81871	61
17	89838	60
24	112135	59
25	115478	57
26	118887	56
36	151178	55
37	154704	54
41	169707	52
43	176755	51
48	196363	50
50	203180	48
54	216428	46
57	227053	45
73	278111	44
74	281112	43
75	283996	42
80	299772	41
83	309094	40
85	315608	38
88	324999	34
106	378623	33
134	455518	32
139	470747	30
148	497126	29
165	547214	27
168	554560	26
185	603792	25
195	635858	24
201	652366	23
205	663887	21
240	761761	20
275	860281	19
294	915401	18
314	972318	17
345	1052565	15
377	1136145	13
414	1240217	12
435	1296860	11
447	1329256	10
532	1553574	9
599	1726972	8
633	1814868	7
651	1860398	6
711	2008737	5
3336	8420379	4
8152	20079720	3
9754	23942195	2
38293	91230992	1
20000000	65401872997	1
