1	34143	128
3	86675	127
4	109604	125
5	130847	124
16	381219	119
47	1034585	115
48	1053450	114
50	1090762	113
58	1232413	112
60	1267398	110
65	1352591	109
66	1370249	108
69	1423472	106
74	1511852	105
75	1528714	104
76	1545811	102
77	1563044	99
78	1580458	97
84	1687634	96
87	1739578	95
89	1774845	91
92	1826664	89
94	1859999	88
96	1893955	84
102	1999968	82
105	2054530	80
106	2071694	79
107	2089343	78
109	2124102	76
114	2206824	75
288	5326307	74
290	5359269	73
292	5391866	72
293	5408418	70
294	5425421	69
436	8032956	68
438	8067056	67
451	8289021	66
458	8407646	64
464	8505964	63
471	8620208	61
472	8636847	59
476	8702250	57
478	8735563	56
488	8902429	55
490	8935897	54
496	9036103	53
504	9167967	52
505	9183958	51
508	9231914	50
523	9468819	49
526	9515133	47
533	9620078	46
542	9753535	45
546	9811312	44
557	9978689	43
566	10111424	42
585	10399463	40
592	10504927	38
1579	26642883	37
2156	35951261	36
2179	36288171	35
2197	36561228	33
2210	36756480	32
2260	37437140	31
2288	37817837	30
2297	37942694	29
2361	38831069	28
2800	45949162	26
2850	46641674	25
2869	46894896	22
5421	87064094	21
5437	87274437	19
7018	111121288	17
7043	111455589	16
7051	111564906	15
9990	155119953	14
10078	156301514	13
10129	156997862	11
10175	157615999	10
19571	290215471	9
19746	292352119	8
33887	492633428	7
41185	596213105	6
49231	699732735	5
80996	1125954613	4
81020	1126265424	3
156979	2125021212	2
372346	4825440076	1
1490455	17321949256	0
