1	30176	126
9	131106	123
10	140666	122
12	161579	119
16	200284	118
19	229306	116
25	293811	115
29	330984	113
31	355339	112
41	442091	111
45	475741	110
53	547318	109
61	611574	108
62	618076	107
64	632863	105
65	640978	104
72	699660	101
73	707834	99
74	715549	98
78	748339	97
79	756104	96
82	780797	95
84	798515	91
85	808640	88
87	827408	86
90	855528	84
93	881385	83
98	931080	80
100	947528	78
106	998302	77
107	1005077	76
109	1023510	75
115	1081072	74
120	1126507	72
123	1151829	71
124	1160115	69
131	1221198	68
133	1243618	66
134	1253575	65
136	1272051	64
140	1310117	61
156	1444847	60
167	1543206	59
168	1550314	58
172	1583158	57
182	1672219	56
194	1768630	54
206	1854817	52
217	1931380	50
219	1945582	49
224	1983728	48
233	2042631	47
242	2098850	46
243	2105234	45
261	2232989	44
292	2441032	42
304	2528716	41
311	2578783	40
327	2694315	39
349	2825465	35
356	2869558	34
377	3002004	33
400	3158839	32
405	3187670	31
411	3225002	28
419	3278612	27
430	3352440	25
620	4473647	24
644	4598775	23
656	4665361	22
687	4845650	20
718	5024078	18
843	5731962	17
847	5752194	16
904	6051963	15
931	6199778	14
1005	6590741	13
1030	6736283	12
1619	9840738	11
1979	11708621	10
2063	12177130	9
2101	12384857	7
2301	13441521	6
2328	13582902	5
2905	16542615	4
19226	99534581	3
45963	235151841	2
374668	1907621381	1
20000000	100090139112	1
