1	17015	61
3	40429	48
5	58772	47
6	66782	43
7	74399	42
30	236869	41
33	255336	40
36	275906	38
37	281514	37
76	597444	36
77	603537	33
80	623750	32
81	629401	31
82	634837	28
88	670051	27
89	675764	25
90	680981	24
283	1908052	22
368	2399606	20
424	2744471	18
429	2775281	17
430	2780069	16
435	2803722	14
450	2868051	13
1221	7151279	12
1471	8485824	11
1551	8853993	10
1583	9009137	8
6501	32970909	7
7592	37890249	6
9348	46472148	5
11643	57238218	4
19158	92198728	3
19230	92506600	2
37117	170002364	1
119796	519150556	0
