1	19238	71
34	423682	69
36	443611	67
37	453030	66
39	471304	63
40	479954	62
41	488857	61
42	498259	60
43	507243	59
128	1349710	57
129	1358027	53
134	1398848	51
135	1407161	50
136	1415359	49
138	1432370	48
141	1457855	47
144	1481803	46
145	1489945	44
149	1523131	43
157	1586845	42
249	2433249	40
447	4124404	38
454	4182413	37
455	4191089	36
466	4279988	35
469	4303196	32
475	4347265	31
485	4426399	30
489	4456757	29
497	4517314	28
499	4531877	27
519	4674273	24
694	6106169	23
702	6163021	21
1457	12029549	20
1461	12056356	19
1764	14294329	18
1799	14522172	17
1805	14563518	16
1807	14577508	14
1836	14762269	13
2394	19104261	12
2455	19486568	10
2468	19567868	8
2472	19592626	7
2486	19687218	6
9099	64661165	5
9103	64687042	4
9677	68020327	3
10848	74662253	2
15712	105733471	1
43691	279515010	0
