1	20024	83
3	50486	82
4	65012	79
6	88085	78
8	105316	77
10	140602	75
11	148911	73
19	232989	71
22	259957	69
28	328238	68
30	351343	65
31	361423	62
32	370782	61
33	379876	58
34	388495	56
36	405121	55
154	1339085	54
155	1346383	50
157	1359856	49
164	1405705	47
165	1412132	45
167	1425752	44
169	1438671	43
173	1466344	42
177	1493509	41
182	1527139	40
192	1594971	39
193	1601597	38
194	1608067	37
196	1622099	36
199	1641982	35
234	1873302	34
240	1910393	30
246	1948192	29
250	1973366	28
256	2009085	27
271	2097928	26
280	2150930	24
281	2157148	23
288	2198154	22
301	2272952	21
314	2348657	20
322	2396893	19
327	2428150	18
329	2440697	17
2166	14271508	16
2267	14839128	15
2305	15053123	14
2732	17700059	13
2737	17727557	12
2772	17928054	11
2781	17979702	10
2787	18014230	9
2858	18403968	8
6963	42607896	7
6999	42806414	6
9060	54595675	5
12062	71771773	4
12087	71905092	3
16858	98260304	2
49376	276988270	1
98409	538737451	0
