1	22611	70
2	36613	69
4	57399	67
5	66305	65
9	106656	63
12	133895	59
17	176590	55
24	242004	54
27	269763	53
36	336360	52
46	410850	50
49	435644	49
50	443272	48
54	476207	46
58	507449	44
61	532703	42
62	540656	40
65	566793	37
75	645813	36
94	791572	35
99	829085	33
104	866322	32
114	941892	31
116	957163	29
132	1064202	28
135	1086018	27
169	1343442	25
183	1448396	24
190	1502936	23
198	1562503	22
272	2062229	20
343	2478408	19
355	2558761	18
357	2572550	17
361	2601154	16
368	2649962	15
413	2930800	14
440	3110483	13
452	3190557	12
480	3376722	11
508	3554463	10
651	4420017	9
873	5778875	8
958	6268266	7
1486	9267206	6
1738	10649315	5
7736	44929481	4
28399	160363213	3
37435	210241675	2
138530	772949771	1
20000000	108173368245	1
