1	27787	119
2	45804	114
8	144400	113
12	189460	109
49	670422	108
50	681422	104
52	702762	103
54	722105	101
56	741521	100
57	751084	99
60	778186	97
75	882406	96
78	902076	95
79	908573	94
84	938638	93
87	956529	91
90	976850	90
142	1437171	89
144	1450931	88
147	1475555	84
149	1490573	83
152	1512480	80
155	1540212	77
156	1549622	75
162	1596336	74
163	1604866	73
264	2482863	69
265	2492961	68
273	2560929	66
381	3476008	65
382	3484610	63
384	3499256	62
388	3529114	60
405	3642426	59
409	3663875	58
415	3701739	57
424	3760841	56
430	3795794	55
449	3926201	52
453	3952272	49
454	3959438	48
837	6796365	47
851	6891969	46
1224	9620709	45
1226	9632980	44
1238	9713012	43
1253	9808061	40
1269	9901614	39
1280	9975458	38
1281	9981096	37
1283	9992635	36
1288	10024324	35
1295	10064704	34
1331	10275481	33
1345	10349057	32
1366	10462785	31
2607	19106828	30
2676	19490822	28
2680	19512093	27
3941	27574567	26
4006	27923001	25
4875	33399197	24
4910	33589709	23
4913	33604966	22
4978	33958724	20
5030	34242817	19
5031	34248038	18
13690	86724144	17
13818	87380422	16
13973	88189648	15
14108	88879689	14
14232	89527099	13
14322	90004557	12
15835	98440707	10
15880	98680763	9
23754	143961767	8
23762	144006953	7
58225	331059457	6
58632	333044235	5
59037	335031653	4
277560	1453545599	3
998754	6349987701	2
6188290	35783127033	1
20000000	134840760267	1
