1	19046	65
3	47448	64
5	70303	62
13	140000	60
14	147419	57
19	199124	54
20	210435	53
38	379121	48
42	413909	47
46	443175	45
49	466841	44
85	777589	43
88	800285	42
90	818138	39
95	855898	38
229	1944254	37
230	1950583	35
231	1956881	34
240	2022383	32
333	2736228	31
343	2801506	29
346	2820867	28
347	2827445	27
350	2846921	26
355	2881815	25
356	2888099	23
360	2917102	21
371	2987091	19
745	5748478	18
747	5761949	17
750	5783264	16
1164	8586206	15
1168	8610808	14
1762	12602931	13
1858	13145848	12
1917	13478342	11
1924	13521129	9
2845	19449996	8
2859	19528191	7
5200	34128042	6
7325	46804314	5
7490	47651063	4
15825	96355017	3
32055	187057812	2
53370	301209180	1
203797	1093394561	0
