1	40759	148
2	67557	145
3	91208	144
5	152503	121
6	178207	117
8	223816	112
55	1159785	111
59	1233628	109
67	1372421	108
68	1388850	107
69	1404658	106
70	1423007	98
72	1458122	97
73	1474653	96
74	1491130	95
75	1508648	94
80	1595676	93
81	1614679	92
82	1633381	90
86	1705731	89
87	1724207	87
89	1759815	85
91	1793778	83
95	1859851	80
98	1910047	79
99	1925624	77
110	2091764	75
177	3294289	74
179	3323518	73
293	5289424	72
300	5399654	69
307	5515862	67
317	5679879	66
322	5760475	65
325	5806697	64
334	5956442	61
336	5988765	58
338	6018178	56
342	6076495	55
344	6109565	54
683	11723163	53
689	11809847	49
695	11891691	48
704	12019751	47
714	12166797	46
721	12268945	45
731	12403466	44
739	12508576	43
746	12605472	42
755	12730037	40
1941	32031879	39
1944	32078657	38
1945	32094345	37
1951	32196359	36
1952	32210650	35
1986	32675941	34
1993	32769154	33
1998	32836847	32
2032	33288202	31
2049	33515372	30
3126	49945830	29
3135	50069365	28
3148	50239346	27
3189	50767669	25
6093	94070006	24
6132	94553759	23
6241	95840983	22
6304	96595996	21
6351	97160578	20
9213	134966641	19
9248	135352555	17
12219	172048610	16
13463	186908965	15
19300	260636302	14
19380	261580072	13
19443	262265503	12
19475	262603746	11
19798	266081707	10
19904	267253477	9
22225	297602556	8
52388	651180223	7
61435	750267704	6
61460	750543206	5
61892	755053181	4
151287	1727247982	3
191091	2144857393	2
353700	3834134285	1
1536790	16183794024	0
