1	30025	127
2	50480	124
4	91969	115
9	181903	112
31	448748	111
32	459588	110
34	481039	106
39	523585	105
43	551322	104
46	571997	102
49	591485	100
53	619925	98
54	627169	96
56	640892	95
59	663659	93
60	671305	91
61	679054	90
62	687104	87
63	694815	84
64	702139	83
65	709286	82
66	717829	81
168	1710244	80
169	1718647	78
173	1749268	77
176	1769241	76
177	1776154	73
179	1791310	72
180	1799103	70
181	1806444	69
182	1813427	67
187	1845667	64
191	1869882	63
192	1875443	62
193	1883192	61
195	1898713	59
197	1914774	57
203	1956355	56
206	1975898	54
207	1982818	52
211	2007147	50
217	2041573	49
253	2249207	47
254	2256345	46
260	2294363	44
263	2314366	42
284	2439926	41
288	2460123	40
292	2486707	39
296	2507690	38
750	5927766	35
803	6249433	33
820	6339161	32
828	6378627	31
2557	18343219	30
2581	18474740	29
2593	18547628	28
3938	27434376	27
3976	27639646	26
4015	27862664	25
4025	27913198	24
4041	27996450	23
4071	28168483	22
4212	28922549	21
4289	29346550	20
7162	46747784	19
7172	46799110	17
7191	46894123	16
7209	46980036	15
7231	47088780	14
7256	47212852	13
7276	47313288	12
7285	47357944	11
28404	167893039	10
30546	179148073	9
36551	212055914	8
36875	213713317	7
57410	320418275	6
86952	472808239	5
134347	712762467	4
199631	1041955090	3
329932	1691324087	2
2433405	15382297346	1
16696705	116078866729	0
